job_id,title,company,location,zip_code,state,source,ats,department,is_remote,job_url,job_types,tags,salary,published_at,start_date_raw,modified_at,ingested_at,is_english,work_style,language_requirement,region,date_added,date_expired
sem_recrutis-consulting_controller-mit-bi-erp-affinit-t_georgsmarienh-tte,Controller (m/w/d) mit BI- & ERP-Affinität,Recrutis Consulting GmbH,Georgsmarienhütte,49124.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-2c6778eba6d4-4-S,,Analytics / BI,,,2026-06-24,2026-06-23T12:30:20.002,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_controller-mit-bi-erp-affinit-t_halle-westfalen,Controller (m/w/d) mit BI- & ERP-Affinität,Recrutis Consulting GmbH,Halle (Westfalen),33790.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-2c6778eba6d4-2-S,,Analytics / BI,,,2026-06-24,2026-06-23T12:30:19.843,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_controller-mit-bi-erp-affinit-t_lengerich-westfalen,Controller (m/w/d) mit BI- & ERP-Affinität,Recrutis Consulting GmbH,"Lengerich, Westfalen",49525.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-2c6778eba6d4-3-S,,Analytics / BI,,,2026-06-24,2026-06-23T12:30:19.924,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_finance-manager-controlling_bielefeld,Finance Manager / Controlling (m/w/d),Recrutis Consulting GmbH,Bielefeld,33602.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-903b246fbca8-S,,,,,2026-06-24,2026-06-23T12:30:18.678,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_finance-manager-controlling_dissen-am-teutoburger-wald,Finance Manager / Controlling (m/w/d),Recrutis Consulting GmbH,Dissen am Teutoburger Wald,49201.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-903b246fbca8-3-S,,,,,2026-06-24,2026-06-23T12:30:18.877,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_finance-manager-controlling_georgsmarienh-tte,Finance Manager / Controlling (m/w/d),Recrutis Consulting GmbH,Georgsmarienhütte,49124.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-903b246fbca8-4-S,,,,,2026-06-24,2026-06-23T12:30:18.968,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_finance-manager-controlling_wallenhorst,Finance Manager / Controlling (m/w/d),Recrutis Consulting GmbH,Wallenhorst,49134.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-903b246fbca8-2-S,,,,,2026-06-24,2026-06-23T12:30:18.786,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_financial-controller_bielefeld,Financial Controller (m/w/d),Recrutis Consulting GmbH,Bielefeld,33602.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-69c5f4d3f6a1-S,,,,,2026-06-24,2026-06-23T12:30:19.416,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_financial-controller_georgsmarienh-tte,Financial Controller (m/w/d),Recrutis Consulting GmbH,Georgsmarienhütte,49124.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-69c5f4d3f6a1-4-S,,,,,2026-06-24,2026-06-23T12:30:19.674,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_financial-controller_melle-wiehengeb,Financial Controller (m/w/d),Recrutis Consulting GmbH,"Melle, Wiehengeb",49324.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-69c5f4d3f6a1-2-S,,,,,2026-06-24,2026-06-23T12:30:19.506,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_financial-controller_osnabr-ck,Financial Controller (m/w/d),Recrutis Consulting GmbH,Osnabrück,49074.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-69c5f4d3f6a1-3-S,,,,,2026-06-24,2026-06-23T12:30:19.59,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_reviderm_controller_sauerlach,Controller (m/w/d),Reviderm AG,Sauerlach,82054.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002695497-S,,,,,2026-06-25,2026-06-25T22:55:56.092,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_robinhood_senior-software-engineer_ljubljana-slovenia,Senior Software Engineer,Robinhood,"Ljubljana, Slovenia",,,direct,greenhouse,Bitstamp - Engineering Division,False,https://boards.greenhouse.io/robinhood/jobs/7473817?t=gh_src=&gh_jid=7473817,,Cloud / DevOps,,,,2026-07-02T10:03:04-04:00,2026-07-06T07:00:46.082166+00:00,True,onsite,english_only,Slovenia,2026-07-06,2026-07-06
sem_robinhood_software-engineer-cloud-engineering_ljubljana-slovenia,"Software Engineer, Cloud Engineering",Robinhood,"Ljubljana, Slovenia",,,direct,greenhouse,Bitstamp - Engineering Division,False,https://boards.greenhouse.io/robinhood/jobs/7589432?t=gh_src=&gh_jid=7589432,,Cloud / DevOps,,,,2026-06-30T08:33:42-04:00,2026-07-06T07:00:46.082166+00:00,True,onsite,english_only,Slovenia,2026-07-06,2026-07-06
sem_rockstardevelopers_forward-deployed-ai-engineer_stuttgart,Forward Deployed AI Engineer (m/w/d),Rockstardevelopers GmbH,Stuttgart,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/rockstardevelopers-gmbh/forward-deployed-ai-engineer-stuttgart-329959,,"AI / ML,Cloud / DevOps,Forward Deployed,Internship,Remote,Software Development",,,,,2026-07-06T07:00:07.313495+00:00,True,remote,bilingual,Germany,2026-07-06,2026-07-06
sem_rockstardevelopers_senior-fullstack-entwickler-beh-rden-ffentlicher-sektor_stuttgart,Senior Fullstack Entwickler (m/w/d) - Behörden & öffentlicher Sektor,Rockstardevelopers GmbH,Stuttgart,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/rockstardevelopers-gmbh/senior-fullstack-entwickler-behorden-offentlicher-sektor-stuttgart-54221,,"Cloud / DevOps,Remote,Software Development",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_rockstardevelopers_senior-fullstack-entwickler-mit-projekterfahrung-deutsche-bahn-db-systel_stuttgart,Senior Fullstack Entwickler (m/w/d) - mit Projekterfahrung Deutsche Bahn / DB Systel,Rockstardevelopers GmbH,Stuttgart,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/rockstardevelopers-gmbh/senior-fullstack-entwickler-mit-projekterfahrung-deutsche-bahn-db-systel-stuttgart-384448,,"Cloud / DevOps,Remote,Software Development",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_rockstardevelopers_senior-fullstack-entwickler_stuttgart,Senior Fullstack Entwickler (m/w/d),Rockstardevelopers GmbH,Stuttgart,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/rockstardevelopers-gmbh/senior-fullstack-entwickler-stuttgart-244616,berufserfahren,"Cloud / DevOps,Remote,Software Development",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_salvia-geb-udetechnik-west_werkstudent-praktikant-marketing-communications_borken-westfalen,Werkstudent / Praktikant (m/w/d) Marketing & Communications,Salvia Gebäudetechnik West GmbH,"Borken, Westfalen",46325.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003109038-S,,"Working Student,Internship",,,2026-08-01,2026-05-21T11:54:50.855,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_sb-m-bel-boss-kg_ausbildung-zum-kaufmann-f-r-b-romanagement-f-r-2026_minden-westfalen,Ausbildung zum Kaufmann für Büromanagement für 2026 (w/m/d),SB-Möbel Boss GmbH & Co. KG,"Minden, Westfalen",32427.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/14628-00007b0ed5b001-S,,,,,2026-08-01,2025-08-22T10:01:44.383,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_secunet-security-networks_devops-engineer_m-nchen,DevOps-Engineer (m/w/d),secunet Security Networks AG,München,81829.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19410-2238479-S,,Cloud / DevOps,,,2026-05-28,2026-05-29T10:58:11.148,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_shereen-patzelt_werkstudent-vertrieb-finanzberatung-praxis-statt-theorie_chemnitz,Werkstudent Vertrieb / Finanzberatung (m/w/d) – Praxis statt Theorie,Shereen Patzelt,Chemnitz,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/shereen-patzelt/werkstudent-vertrieb-finanzberatung-praxis-statt-theorie-chemnitz-75923,"Full-time permanent,entry","Junior / Entry Level,Working Student,Finance,high school or equivalent",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_sic-architekten_ingenieur-fachplaner-tga-hls_cologne,Ingenieur / Fachplaner TGA HLS (m/w/d),sic architekten gmbh,Cologne,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/sic-architekten-gmbh/ingenieur-fachplaner-tga-hls-cologne-390306,,"Building,Supply,Safety Services Engineering",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siegl_bauzeichner-2026_ergolding,Bauzeichner (m/w/d) 2026,Siegl GmbH,Ergolding,84030.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002059831-S,,,,,2026-09-01,2026-07-03T02:01:19,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_audit-associate-cloud-focus_erlangen,Audit Associate (f/m/d) - Cloud Focus,Siemens AG,Erlangen,91052.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1594899-1-S,,,,,2026-07-03,2026-07-02T17:20:52.688,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_senior-cybersecurity-incident-responder_m-nchen,Senior Cybersecurity Incident Responder (f/m/d),Siemens AG,München,80538.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1585699-1-S,,,,,2026-06-11,2026-06-11T11:14:25.517,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_software-development-engineer-in-test-sdet-railigent-x-iot-platform_m-nchen,Software Development Engineer in Test (SDET) (w/m/d) Railigent X - IoT Platform,Siemens AG,München,80538.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1594875-1-S,,,,,2026-07-04,2026-07-03T17:15:49.845,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_siemens_werkstudent-enterprise-ai-data-innovation_erlangen,Werkstudent (w/m/d) Enterprise AI & Data Innovation,Siemens AG,Erlangen,91052.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1594898-1-S,,Working Student,,,2026-07-04,2026-07-03T17:15:48.402,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_werkstudent-in-data-analytics-digitalisierung_forchheim-oberfranken,Werkstudent*in (w/m/d) Data Analytics & Digitalisierung,Siemens AG,"Forchheim, Oberfranken",91301.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1594876-1-S,,"Analytics / BI,Working Student",,,2026-07-04,2026-07-03T17:15:49.748,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_werkstudent-in-data-analytics-im-supply-chain-finance-umfeld_erlangen,Werkstudent*in (w/m/d) Data & Analytics im Supply Chain & Finance Umfeld,Siemens AG,Erlangen,91052.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1594894-1-S,,"Analytics / BI,Working Student",,,2026-07-04,2026-07-03T17:15:48.617,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_werkstudent-in-digitalisierung-im-bereich-data-privacy-und-prozessmanagement_forchheim-oberfranken,Werkstudent*in (w/m/d) Digitalisierung im Bereich Data Privacy und Prozessmanagement,Siemens AG,"Forchheim, Oberfranken",91301.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1594878-1-S,,Working Student,,,2026-07-04,2026-07-03T17:15:49.564,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_werkstudent-in-logistik-enable-logistische-simulationen_forchheim-oberfranken,Werkstudent*in (w/m/d) Logistik Enable – logistische Simulationen,Siemens AG,"Forchheim, Oberfranken",91301.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1564638-1-S,,Working Student,,,2026-07-04,2026-07-03T17:15:57.829,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_siemens_werkstudent-in-pr-f-fertigungsprozessplanung-in-der-mrt-spulenfertigung_erlangen,Werkstudent*in (w/m/d) Prüf- & Fertigungsprozessplanung in der MRT-Spulenfertigung,Siemens AG,Erlangen,91052.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12465-1576646-2-S,,Working Student,,,2026-07-03,2026-07-02T17:20:55.638,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_sma-solar-technology_werkstudent-public-affairs-intelligence-kassel_niestetal,Werkstudent Public Affairs & Intelligence (m/w/d) (Kassel...,SMA Solar Technology AG,Niestetal,34266.0,Hessen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15537-JOB-846564-S,,Working Student,,,2026-07-06,2026-07-06T07:14:34.028,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_software-engineering-weber_embedded-software-developer-freelance-gesucht_kempten,Embedded Software Developer - FREELANCE GESUCHT,Software Engineering Weber GmbH,Kempten,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/software-engineering-weber-gmbh/embedded-software-developer-freelance-gesucht-kempten-5816,"Freelance,berufserfahren",Software Development,,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Other,2026-07-06,2026-07-06
sem_sparkasse-im-landkreis-cham_assistenz-der-gesch-ftsleitung_cham,Assistenz der Geschäftsleitung (m/w/d),Sparkasse im Landkreis Cham,Cham,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/sparkasse-im-landkreis-cham/assistenz-der-geschaftsleitung-cham-57477,,Finance,,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_sparkasse-im-landkreis-cham_vertriebsdirektor-im-immobilien-und-versicherungszentrum_cham,Vertriebsdirektor im Immobilien- und VersicherungsZentrum (m/w/d),Sparkasse im Landkreis Cham,Cham,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/sparkasse-im-landkreis-cham/vertriebsdirektor-im-immobilien-und-versicherungszentrum-cham-184167,,Finance,,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_st-rtebekker_praktikum-founders-associate_frankfurt-am-main,Praktikum Founders Associate (m/w/d),Störtebekker,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/stortebekker/praktikum-founders-associate-frankfurt-am-main-83325,Internship,"Internship,Business Development",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_sterreichischer-rundfunk_data-scientist_wien-hietzing,Data Scientist,Österreichischer Rundfunk,"Wien,Hietzing",1130.0,Wien,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17232915-S,,AI / ML,,,2026-07-03,2026-07-02T17:14:28.34,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Austria,2026-07-06,2026-07-06
sem_stripe_technical-account-manager-german-or-polish-or-ukrainian-speaking_dublin,"Technical Account Manager, German OR Polish OR Ukrainian Speaking",Stripe,Dublin,,,direct,greenhouse,"4147 Technical Account Management, Support & Services - EMEA",False,https://stripe.com/jobs/search?gh_jid=7594376,,Data Engineering,,,,2026-06-26T17:05:32-04:00,2026-07-06T07:00:46.082166+00:00,True,onsite,english_only,Ireland,2026-07-06,2026-07-06
sem_suitee-spectrum_minijob-werkstudent-smart-home-technik-ger-tevorbereitung-support_wertingen,Minijob/Werkstudent (m/w/d) Smart Home Technik - Gerätevorbereitung & Support,SUITEe Spectrum GmbH,Wertingen,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/suitee-spectrum-gmbh/minijob-werkstudent-smart-home-technik-geratevorbereitung-support-wertingen-152596,Working student,"Working Student,Engineering",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Other,2026-07-06,2026-07-06
sem_suitee-spectrum_mitarbeiter-in-smart-home-technik-ger-tevorbereitung-support_wertingen,Mitarbeiter:in Smart Home Technik - Gerätevorbereitung & Support,SUITEe Spectrum GmbH,Wertingen,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/suitee-spectrum-gmbh/mitarbeiterin-smart-home-technik-geratevorbereitung-support-wertingen-479742,,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Other,2026-07-06,2026-07-06
sem_surge-aero_motorenmontagetechniker_munich,Motorenmontagetechniker (m/w/d),surge aero GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/surge-aero-gmbh/motorenmontagetechniker-munich-272606,,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_surge-aero_produktionsmanager-motorenfertigung_munich,Produktionsmanager Motorenfertigung (m/w/d),surge aero GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/surge-aero-gmbh/produktionsmanager-motorenfertigung-munich-301921,,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_t-v-rheinland-service_ausbildung-kauffrau-kaufmann-f-r-b-romanagement-15149_k-ln,Ausbildung Kauffrau/Kaufmann für Büromanagement (w/m/d) / 15149,TÜV Rheinland Service GmbH,Köln,51105.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16129-15149-4-S,,,,,2026-09-01,2026-01-12T15:45:40.609,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_targobank_analyst-meldewesen_mainz-am-rhein,Analyst Meldewesen (w/m/d),TARGOBANK AG,Mainz am Rhein,55124.0,Rheinland-Pfalz,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12457-1571608-1-S,,,,,2026-07-01,2026-06-30T15:47:19.658,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-bad-neuenahr-ahrweiler-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_bad-neuenahr-ahrweiler,"Steuerberater (m/w/d) in Bad Neuenahr-Ahrweiler, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Bad Neuenahr-Ahrweiler,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-bad-neuenahr-ahrweiler-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-368228,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-budenheim-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_budenheim,"Steuerberater (m/w/d) in Budenheim, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Budenheim,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-budenheim-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-435326,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-grafing-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_grafing,"Steuerberater (m/w/d) in Grafing, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Grafing,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-grafing-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-330732,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-hatzenb-hl-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_hatzenb-hl,"Steuerberater (m/w/d) in Hatzenbühl, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Hatzenbühl,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-hatzenbuhl-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-424878,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-neubulach-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_neubulach,"Steuerberater (m/w/d) in Neubulach, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Neubulach,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-neubulach-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-109070,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-ratingen-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_ratingen,"Steuerberater (m/w/d) in Ratingen, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Ratingen,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-ratingen-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-49825,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-rotthalm-nster-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_rotthalm-nster,"Steuerberater (m/w/d) in Rotthalmünster, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Rotthalmünster,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-rotthalmunster-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-417741,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_taxtalente-de_steuerberater-in-wagh-usel-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90-000_wagh-usel,"Steuerberater (m/w/d) in Waghäusel, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€",Taxtalente.de,Waghäusel,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-waghausel-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-75952,,"Directors,Chief Executives",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_teambank_mathematiker-physiker-wirtschaftsinformatiker-wirtschaftswissenschaftler-d-m-w_n-rnberg-mittelfranken,"Mathematiker,  Physiker, Wirtschaftsinformatiker, Wirtschaftswissenschaftler (d/m/w)",TeamBank AG,"Nürnberg, Mittelfranken",90471.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/20431-2284928-S,,,,,2026-07-02,2026-07-02T07:27:23.706,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_techminds_head-of-defense-intelligence-business-development-sales_m-nchen,Head of Defense & Intelligence Business Development & Sales (m/w/d),TechMinds GmbH,München,80634.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4868759978-S,,,,,2026-07-01,2026-06-30T07:19:02.035,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_teqyard_data-ki-architekt_braunschweig,(Senior) Data & KI Architekt (m/w/d),TEQYARD,Braunschweig,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/teqyard/senior-data-ki-architekt-braunschweig-87569,,"AI / ML,Analytics / BI,IT",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_teqyard_software-developer-fullstack_braunschweig,(Senior) Software Developer Fullstack (m/w/d),TEQYARD,Braunschweig,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/teqyard/senior-software-developer-fullstack-braunschweig-466475,,"Analytics / BI,IT",,,,,2026-07-06T07:00:07.313495+00:00,True,hybrid,bilingual,Germany,2026-07-06,2026-07-06
sem_thermo-fisher-scientific-geneart_werkstudent_erlangen,Werkstudent (w/m/d),Thermo Fisher Scientific Geneart GmbH,Erlangen,91056.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15120-1572527-1-S,,Working Student,,,2026-07-01,2026-06-30T12:18:31.043,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_thermo-fisher-scientific_field-service-engineer-gauging-process-analytics_,Field Service Engineer Gauging / Process Analytics,Thermo Fisher Scientific GmbH,,,,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15120-1573899-1-S,,Analytics / BI,,,2026-06-16,2026-06-15T12:21:15.408,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
